"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2025","1,222.79","1,226.20","1,228.67","1,220.63","183.17M","-0.09%"
"06/06/2025","1,223.88","1,222.69","1,228.84","1,220.25","171.12M","0.85%"
"06/05/2025","1,213.56","1,218.10","1,218.33","1,209.67","179.92M","-0.09%"
"06/04/2025","1,214.66","1,217.06","1,220.79","1,214.66","166.23M","0.09%"
"06/03/2025","1,213.60","1,204.45","1,214.59","1,204.34","202.89M","0.76%"
"06/02/2025","1,204.44","1,204.65","1,205.00","1,189.73","197.63M","-0.24%"
"05/30/2025","1,207.31","1,203.91","1,210.68","1,196.28","336.84M","0.11%"
"05/29/2025","1,206.01","1,208.96","1,209.38","1,198.21","219.53M","0.08%"
"05/28/2025","1,205.04","1,213.46","1,215.47","1,203.47","176.77M","-0.52%"
"05/27/2025","1,211.34","1,201.70","1,211.97","1,197.81","212.64M","1.79%"
"05/23/2025","1,190.01","1,179.81","1,194.31","1,179.81","187.00M","-0.40%"
"05/22/2025","1,194.84","1,191.28","1,201.64","1,188.10","195.90M","0.00%"
"05/21/2025","1,194.89","1,207.72","1,211.59","1,193.09","198.07M","-1.68%"
"05/20/2025","1,215.35","1,215.72","1,221.24","1,210.74","175.45M","-0.37%"
"05/19/2025","1,219.84","1,205.23","1,220.50","1,203.62","174.67M","0.38%"
"05/16/2025","1,215.21","1,205.18","1,215.33","1,200.56","190.32M","1.04%"
"05/15/2025","1,202.76","1,191.15","1,204.29","1,191.12","201.45M","1.11%"
"05/14/2025","1,189.53","1,194.36","1,196.03","1,186.22","237.63M","-0.48%"
"05/13/2025","1,195.22","1,189.70","1,202.70","1,189.70","253.96M","0.72%"
"05/12/2025","1,186.68","1,181.83","1,187.19","1,175.93","285.69M","3.06%"
"05/09/2025","1,151.49","1,154.24","1,155.26","1,143.91","170.32M","0.11%"
"05/08/2025","1,150.27","1,144.32","1,162.04","1,142.25","228.81M","1.34%"
"05/07/2025","1,135.10","1,130.42","1,140.05","1,129.42","231.43M","0.51%"
"05/06/2025","1,129.32","1,126.70","1,135.41","1,125.25","184.79M","-0.85%"
"05/05/2025","1,139.04","1,133.50","1,146.11","1,131.43","196.48M","-0.04%"
"05/02/2025","1,139.44","1,131.40","1,143.28","1,131.40","225.85M","1.81%"
"05/01/2025","1,119.16","1,117.29","1,126.96","1,111.07","232.17M","0.70%"
"04/30/2025","1,111.41","1,093.56","1,113.69","1,082.36","238.87M","0.80%"
"04/29/2025","1,102.57","1,093.17","1,104.89","1,091.66","188.88M","0.64%"
"04/28/2025","1,095.60","1,095.75","1,103.04","1,085.41","197.67M","0.31%"
"04/25/2025","1,092.21","1,091.59","1,096.02","1,084.67","190.04M","0.01%"
"04/24/2025","1,092.05","1,067.21","1,093.90","1,064.78","223.29M","2.23%"
"04/23/2025","1,068.24","1,081.28","1,091.83","1,065.18","258.04M","1.25%"
"04/22/2025","1,055.10","1,043.77","1,059.44","1,042.21","226.72M","1.77%"
"04/21/2025","1,036.78","1,051.20","1,051.66","1,025.53","213.27M","-2.26%"
"04/17/2025","1,060.74","1,059.09","1,070.49","1,055.46","219.18M","0.57%"
"04/16/2025","1,054.70","1,064.38","1,070.35","1,046.92","230.73M","-1.38%"
"04/15/2025","1,069.45","1,073.33","1,081.70","1,068.11","184.04M","-0.53%"
"04/14/2025","1,075.14","1,076.38","1,081.94","1,066.24","194.81M","1.04%"
"04/11/2025","1,064.06","1,041.63","1,069.08","1,033.42","233.80M","1.73%"
"04/10/2025","1,045.93","1,056.58","1,057.36","1,015.97","288.72M","-2.61%"
"04/09/2025","1,073.97","975.79","1,079.52","975.79","441.25M","8.97%"
"04/08/2025","985.55","1,023.67","1,029.80","971.00","325.56M","-0.89%"
"04/07/2025","994.44","975.91","1,029.83","954.04","393.16M","-0.44%"
"04/04/2025","998.87","1,037.50","1,038.56","997.57","413.11M","-6.29%"
"04/03/2025","1,065.88","1,093.20","1,097.62","1,064.92","318.45M","-5.41%"
"04/02/2025","1,126.79","1,105.38","1,130.42","1,105.00","169.11M","0.93%"
"04/01/2025","1,116.38","1,106.23","1,118.38","1,098.23","189.05M","0.60%"
"03/31/2025","1,109.72","1,093.72","1,115.98","1,087.04","238.38M","0.64%"
"03/28/2025","1,102.69","1,122.61","1,124.61","1,101.37","174.19M","-2.04%"
"03/27/2025","1,125.61","1,129.61","1,135.10","1,120.79","161.80M","-0.51%"
"03/26/2025","1,131.43","1,141.33","1,146.11","1,127.85","179.49M","-0.65%"
"03/25/2025","1,138.86","1,139.33","1,141.75","1,133.65","179.47M","0.10%"
"03/24/2025","1,137.67","1,127.61","1,139.00","1,127.18","206.18M","1.87%"
"03/21/2025","1,116.78","1,112.78","1,117.88","1,106.17","399.59M","-0.54%"
"03/20/2025","1,122.86","1,119.13","1,130.72","1,117.30","180.79M","-0.46%"
"03/19/2025","1,128.03","1,116.23","1,134.30","1,116.23","194.03M","1.29%"
"03/18/2025","1,113.64","1,118.97","1,119.20","1,107.23","172.81M","-0.77%"
"03/17/2025","1,122.31","1,105.57","1,127.18","1,105.32","184.79M","1.35%"
"03/14/2025","1,107.38","1,096.63","1,109.10","1,093.81","197.20M","1.84%"
"03/13/2025","1,087.35","1,096.75","1,100.82","1,083.25","214.48M","-1.05%"
"03/12/2025","1,098.94","1,107.46","1,110.03","1,089.61","222.02M","0.00%"
"03/11/2025","1,098.90","1,113.38","1,114.24","1,093.18","307.42M","-1.54%"
"03/10/2025","1,116.09","1,121.68","1,132.07","1,107.43","281.30M","-1.60%"
"03/07/2025","1,134.28","1,115.04","1,136.86","1,111.08","283.09M","1.20%"
"03/06/2025","1,120.86","1,121.77","1,128.23","1,113.24","223.46M","-0.92%"
"03/05/2025","1,131.25","1,117.20","1,135.45","1,116.53","221.74M","1.59%"
"03/04/2025","1,113.56","1,124.73","1,132.05","1,105.04","279.97M","-1.96%"
"03/03/2025","1,135.80","1,158.92","1,162.40","1,129.44","200.92M","-1.45%"
"02/28/2025","1,152.54","1,140.35","1,153.19","1,134.81","246.38M","1.34%"
"02/27/2025","1,137.26","1,145.91","1,153.50","1,136.08","179.71M","-0.37%"
"02/26/2025","1,141.54","1,146.02","1,153.02","1,140.29","163.86M","0.06%"
"02/25/2025","1,140.82","1,136.34","1,144.72","1,128.77","220.52M","0.53%"
"02/24/2025","1,134.83","1,144.41","1,145.46","1,133.40","228.95M","-0.44%"
"02/21/2025","1,139.79","1,166.09","1,166.28","1,135.69","247.92M","-2.23%"
"02/20/2025","1,165.82","1,171.55","1,171.97","1,157.71","174.45M","-0.68%"
"02/19/2025","1,173.75","1,169.15","1,176.17","1,168.06","178.07M","0.08%"
"02/18/2025","1,172.76","1,168.88","1,174.63","1,166.39","192.25M","0.77%"
"02/14/2025","1,163.78","1,169.16","1,169.36","1,162.43","178.79M","-0.29%"
"02/13/2025","1,167.12","1,168.91","1,169.78","1,162.29","201.66M","0.09%"
"02/12/2025","1,166.02","1,159.24","1,169.65","1,156.26","193.12M","-0.58%"
"02/11/2025","1,172.85","1,169.25","1,173.68","1,165.89","169.63M","0.02%"
"02/10/2025","1,172.58","1,169.28","1,173.17","1,164.89","196.77M","0.91%"
"02/07/2025","1,162.00","1,170.57","1,172.79","1,160.04","240.86M","-0.34%"
"02/06/2025","1,165.97","1,163.41","1,167.08","1,158.23","211.60M","0.42%"
"02/05/2025","1,161.12","1,164.07","1,164.96","1,153.10","250.89M","0.09%"
"02/04/2025","1,160.02","1,161.34","1,165.93","1,157.43","202.57M","0.07%"
"02/03/2025","1,159.23","1,155.41","1,167.82","1,145.83","215.07M","-1.03%"
"01/31/2025","1,171.34","1,180.83","1,182.88","1,170.01","217.38M","-0.72%"
"01/30/2025","1,179.80","1,164.85","1,181.59","1,164.85","248.84M","1.15%"
"01/29/2025","1,166.44","1,172.39","1,178.64","1,166.05","203.83M","-0.38%"
"01/28/2025","1,170.89","1,179.27","1,180.76","1,167.21","233.69M","-0.64%"
"01/27/2025","1,178.43","1,180.89","1,180.89","1,172.54","225.91M","-1.32%"
"01/24/2025","1,194.15","1,198.11","1,199.17","1,191.88","180.15M","-0.42%"
"01/23/2025","1,199.22","1,195.20","1,201.20","1,190.20","199.16M","0.96%"
"01/22/2025","1,187.87","1,194.39","1,194.80","1,186.98","202.35M","-0.17%"
"01/21/2025","1,189.85","1,177.50","1,189.96","1,177.12","216.61M","2.03%"
"01/17/2025","1,166.14","1,167.40","1,170.70","1,162.36","213.10M","0.56%"
"01/16/2025","1,159.62","1,150.10","1,161.22","1,147.81","187.52M","1.18%"
"01/15/2025","1,146.05","1,153.99","1,154.94","1,143.75","189.67M","0.67%"
"01/14/2025","1,138.38","1,133.30","1,140.16","1,128.09","175.47M","1.16%"
"01/13/2025","1,125.37","1,105.48","1,125.76","1,104.77","192.09M","1.16%"
"01/10/2025","1,112.52","1,117.99","1,119.56","1,110.04","223.56M","-1.11%"
"01/08/2025","1,124.96","1,118.05","1,125.68","1,111.56","167.97M","0.41%"
"01/07/2025","1,120.35","1,124.14","1,127.52","1,116.66","188.46M","-0.10%"
"01/06/2025","1,121.49","1,129.96","1,133.24","1,119.51","191.20M","-0.21%"
"01/03/2025","1,123.87","1,115.02","1,125.95","1,112.62","160.53M","1.11%"
"01/02/2025","1,111.53","1,124.79","1,125.43","1,107.16","158.76M","-0.37%"
"12/31/2024","1,115.65","1,119.26","1,121.97","1,112.61","114.18M","-0.14%"
"12/30/2024","1,117.17","1,115.92","1,122.24","1,106.63","138.09M","-0.98%"
"12/27/2024","1,128.17","1,128.92","1,136.99","1,122.35","115.15M","-0.81%"
"12/26/2024","1,137.39","1,133.52","1,140.05","1,131.43","98.43M","0.06%"
"12/24/2024","1,136.69","1,126.90","1,136.69","1,125.09","65.57M","0.80%"
"12/23/2024","1,127.66","1,125.38","1,129.21","1,118.29","150.59M","-0.04%"
"12/20/2024","1,128.15","1,112.74","1,136.00","1,111.18","443.41M","1.12%"
"12/19/2024","1,115.60","1,124.74","1,130.14","1,114.82","228.05M","-0.10%"
"12/18/2024","1,116.77","1,149.97","1,153.28","1,116.56","244.41M","-2.82%"
"12/17/2024","1,149.22","1,153.46","1,156.63","1,146.54","215.59M","-0.90%"
"12/16/2024","1,159.67","1,160.40","1,163.92","1,156.34","208.47M","0.08%"
"12/13/2024","1,158.80","1,161.62","1,164.22","1,157.78","175.33M","-0.27%"
"12/12/2024","1,161.94","1,170.45","1,171.34","1,161.51","185.72M","-0.68%"
"12/11/2024","1,169.87","1,178.58","1,178.79","1,169.20","235.60M","-0.19%"
"12/10/2024","1,172.15","1,172.14","1,176.48","1,165.48","181.66M","-0.22%"
"12/09/2024","1,174.77","1,185.43","1,186.90","1,174.57","200.35M","-0.94%"
"12/06/2024","1,185.91","1,192.88","1,195.10","1,183.93","180.31M","-0.25%"
"12/05/2024","1,188.92","1,202.58","1,203.00","1,188.54","234.97M","-1.20%"
"12/04/2024","1,203.42","1,197.54","1,203.75","1,195.83","154.73M","0.44%"
"12/03/2024","1,198.13","1,207.32","1,207.46","1,194.34","147.29M","-0.65%"
"12/02/2024","1,205.97","1,214.76","1,214.76","1,204.37","151.20M","-0.66%"
"11/29/2024","1,214.04","1,212.78","1,217.09","1,212.65","85.04M","0.43%"
"11/27/2024","1,208.86","1,216.10","1,219.18","1,208.11","121.93M","-0.36%"
"11/26/2024","1,213.22","1,210.80","1,214.94","1,205.84","159.98M","0.15%"
"11/25/2024","1,211.38","1,210.01","1,214.59","1,206.35","247.51M","0.66%"
"11/22/2024","1,203.38","1,191.37","1,204.21","1,190.04","169.53M","1.36%"
"11/21/2024","1,187.25","1,178.05","1,191.49","1,174.64","188.97M","1.23%"
"11/20/2024","1,172.86","1,174.13","1,175.49","1,164.64","162.92M","0.10%"
"11/19/2024","1,171.74","1,164.09","1,174.31","1,163.85","169.39M","-0.06%"
"11/18/2024","1,172.47","1,172.36","1,177.27","1,169.89","185.04M","-0.17%"
"11/15/2024","1,174.44","1,176.71","1,183.40","1,171.77","191.63M","-0.60%"
"11/14/2024","1,181.55","1,200.63","1,201.82","1,180.74","184.22M","-1.69%"
"11/13/2024","1,201.82","1,201.62","1,208.46","1,200.38","185.88M","0.21%"
"11/12/2024","1,199.25","1,212.50","1,213.48","1,194.63","185.89M","-0.87%"
"11/11/2024","1,209.73","1,208.45","1,214.10","1,207.35","172.41M","0.80%"
"11/08/2024","1,200.17","1,190.67","1,204.32","1,189.57","178.36M","1.01%"
"11/07/2024","1,188.20","1,197.93","1,198.44","1,186.75","195.82M","-0.60%"
"11/06/2024","1,195.40","1,182.72","1,197.06","1,176.02","320.03M","3.93%"
"11/05/2024","1,150.16","1,134.39","1,150.26","1,133.59","173.53M","1.67%"
"11/04/2024","1,131.31","1,132.76","1,139.52","1,128.15","161.15M","-0.14%"
"11/01/2024","1,132.95","1,135.91","1,142.84","1,132.44","199.03M","0.16%"
"10/31/2024","1,131.09","1,134.57","1,137.89","1,127.68","264.57M","-1.13%"
"10/30/2024","1,144.02","1,141.92","1,150.38","1,140.42","227.42M","-0.19%"
"10/29/2024","1,146.21","1,143.13","1,150.62","1,138.24","232.62M","-0.14%"
"10/28/2024","1,147.78","1,150.40","1,152.00","1,147.69","181.27M","0.27%"
"10/25/2024","1,144.70","1,153.27","1,154.84","1,142.53","156.48M","-0.25%"
"10/24/2024","1,147.61","1,153.59","1,153.59","1,144.61","196.20M","-0.71%"
"10/23/2024","1,155.80","1,157.32","1,162.71","1,149.87","177.51M","-0.30%"
"10/22/2024","1,159.22","1,166.41","1,167.17","1,153.35","176.85M","-1.19%"
"10/21/2024","1,173.13","1,177.10","1,178.78","1,168.57","152.92M","-0.35%"
"10/18/2024","1,177.27","1,177.42","1,177.88","1,171.54","169.94M","0.26%"
"10/17/2024","1,174.20","1,178.81","1,178.81","1,172.06","186.57M","-0.25%"
"10/16/2024","1,177.15","1,169.47","1,179.62","1,169.47","189.49M","0.77%"
"10/15/2024","1,168.18","1,180.44","1,180.88","1,167.31","170.31M","-0.74%"
"10/14/2024","1,176.93","1,169.43","1,177.77","1,166.00","141.83M","0.57%"
"10/11/2024","1,170.25","1,155.08","1,170.64","1,155.08","185.99M","1.79%"
"10/10/2024","1,149.69","1,150.34","1,152.91","1,146.60","149.63M","-0.54%"
"10/09/2024","1,155.94","1,145.85","1,156.49","1,144.24","150.36M","0.92%"
"10/08/2024","1,145.39","1,147.48","1,148.88","1,141.46","149.05M","0.22%"
"10/07/2024","1,142.92","1,141.11","1,147.82","1,137.67","143.77M","-0.29%"
"10/04/2024","1,146.22","1,147.76","1,148.03","1,135.55","144.56M","0.63%"
"10/03/2024","1,139.08","1,142.47","1,144.34","1,135.06","159.70M","-0.49%"
"10/02/2024","1,144.70","1,143.81","1,149.04","1,140.38","145.74M","-0.20%"
"10/01/2024","1,146.94","1,147.08","1,152.34","1,137.84","182.08M","-0.01%"
"09/30/2024","1,147.06","1,139.46","1,147.51","1,134.74","188.79M","0.48%"
"09/27/2024","1,141.58","1,142.50","1,148.56","1,140.11","164.83M","0.15%"
"09/26/2024","1,139.87","1,142.41","1,146.58","1,138.45","206.77M","0.50%"
"09/25/2024","1,134.25","1,142.70","1,143.39","1,133.60","160.77M","-0.46%"
"09/24/2024","1,139.47","1,135.18","1,139.84","1,133.17","160.41M","0.70%"
"09/23/2024","1,131.53","1,127.19","1,133.30","1,124.34","149.39M","0.66%"
"09/20/2024","1,124.10","1,123.77","1,126.25","1,118.00","518.13M","-0.69%"
"09/19/2024","1,131.91","1,129.21","1,133.90","1,122.48","210.07M","1.75%"
"09/18/2024","1,112.43","1,115.92","1,126.97","1,111.57","192.67M","-0.09%"
"09/17/2024","1,113.39","1,109.73","1,117.57","1,107.68","193.94M","0.52%"
"09/16/2024","1,107.64","1,107.90","1,113.18","1,101.10","173.45M","0.53%"
"09/13/2024","1,101.79","1,095.58","1,105.91","1,094.53","219.85M","0.98%"
"09/12/2024","1,091.07","1,082.19","1,091.25","1,077.40","205.52M","0.72%"
"09/11/2024","1,083.23","1,077.99","1,084.16","1,056.62","196.48M","0.21%"
"09/10/2024","1,080.93","1,083.20","1,083.20","1,072.22","177.34M","0.18%"
"09/09/2024","1,079.04","1,070.66","1,083.19","1,070.66","210.10M","1.56%"
"09/06/2024","1,062.45","1,075.48","1,082.65","1,060.91","194.37M","-1.07%"
"09/05/2024","1,073.98","1,084.68","1,085.51","1,068.04","211.87M","-1.18%"
"09/04/2024","1,086.84","1,085.62","1,092.66","1,082.62","160.32M","0.11%"
"09/03/2024","1,085.61","1,105.41","1,106.04","1,081.47","206.80M","-2.27%"
"08/30/2024","1,110.78","1,101.34","1,111.38","1,094.82","190.36M","1.11%"
"08/29/2024","1,098.58","1,096.72","1,108.22","1,091.10","149.68M","0.70%"
"08/28/2024","1,090.96","1,092.32","1,097.56","1,085.87","148.30M","-0.04%"
"08/27/2024","1,091.44","1,089.81","1,092.34","1,086.08","139.89M","0.01%"
"08/26/2024","1,091.28","1,095.06","1,098.19","1,088.92","144.11M","-0.13%"
"08/23/2024","1,092.68","1,085.66","1,094.70","1,083.51","169.41M","1.04%"
"08/22/2024","1,081.44","1,084.28","1,087.19","1,078.47","146.63M","-0.18%"
"08/21/2024","1,083.37","1,080.52","1,084.74","1,078.11","143.81M","0.61%"
"08/20/2024","1,076.76","1,079.18","1,080.40","1,073.42","144.76M","-0.29%"
"08/19/2024","1,079.84","1,074.59","1,079.84","1,073.18","157.54M","0.59%"
"08/16/2024","1,073.54","1,074.71","1,075.94","1,068.80","182.91M","-0.19%"
"08/15/2024","1,075.62","1,071.13","1,078.32","1,068.78","195.60M","1.32%"
"08/14/2024","1,061.65","1,057.22","1,062.97","1,056.14","173.49M","0.42%"
"08/13/2024","1,057.24","1,050.46","1,057.65","1,043.64","183.84M","1.07%"
"08/12/2024","1,046.04","1,051.77","1,052.51","1,042.81","186.19M","-0.50%"
"08/09/2024","1,051.25","1,050.13","1,053.19","1,040.74","168.55M","0.02%"
"08/08/2024","1,051.05","1,033.96","1,051.74","1,033.71","212.43M","2.30%"
"08/07/2024","1,027.46","1,041.59","1,050.85","1,026.99","228.53M","-0.53%"
"08/06/2024","1,032.91","1,026.09","1,047.00","1,022.75","263.21M","1.18%"
"08/05/2024","1,020.89","1,020.72","1,030.57","1,007.89","312.78M","-1.72%"
"08/02/2024","1,038.80","1,050.61","1,050.61","1,028.79","292.76M","-2.20%"
"08/01/2024","1,062.17","1,080.17","1,087.53","1,055.60","276.42M","-1.83%"
"07/31/2024","1,081.94","1,080.44","1,092.15","1,077.30","269.73M","1.13%"
"07/30/2024","1,069.85","1,071.80","1,077.28","1,065.81","242.57M","0.27%"
"07/29/2024","1,066.92","1,071.90","1,071.90","1,063.79","206.21M","-0.16%"
"07/26/2024","1,068.60","1,060.24","1,076.03","1,060.24","270.92M","1.72%"
"07/25/2024","1,050.52","1,042.58","1,067.02","1,041.47","357.25M","0.76%"
"07/24/2024","1,042.61","1,061.51","1,062.12","1,041.60","267.47M","-2.17%"
"07/23/2024","1,065.69","1,062.85","1,071.18","1,061.95","240.48M","-0.21%"
"07/22/2024","1,067.90","1,062.22","1,068.05","1,053.69","197.58M","1.07%"
"07/19/2024","1,056.59","1,067.61","1,067.61","1,054.73","193.27M","-0.60%"
"07/18/2024","1,062.96","1,070.78","1,081.68","1,061.44","257.36M","-0.73%"
"07/17/2024","1,070.81","1,080.03","1,082.19","1,070.80","237.60M","-1.30%"
"07/16/2024","1,084.87","1,062.10","1,085.81","1,062.10","249.67M","2.54%"
"07/15/2024","1,058.03","1,054.84","1,063.27","1,051.16","201.54M","0.70%"
"07/12/2024","1,050.67","1,049.17","1,057.08","1,048.53","210.94M","0.53%"
"07/11/2024","1,045.13","1,034.01","1,048.58","1,033.62","305.76M","1.26%"
"07/10/2024","1,032.08","1,023.98","1,032.31","1,022.19","185.29M","0.90%"
"07/09/2024","1,022.88","1,027.15","1,029.24","1,022.77","164.52M","-0.45%"
"07/08/2024","1,027.54","1,028.59","1,033.76","1,025.13","169.87M","0.13%"
"07/05/2024","1,026.22","1,028.82","1,028.82","1,018.03","171.53M","-0.40%"
"07/03/2024","1,030.35","1,027.14","1,033.34","1,025.70","102.95M","0.40%"
"07/02/2024","1,026.22","1,019.04","1,026.38","1,018.85","173.16M","0.55%"
"07/01/2024","1,020.62","1,036.62","1,037.99","1,018.57","188.17M","-1.10%"
"06/28/2024","1,031.96","1,032.46","1,040.68","1,026.93","375.93M","0.08%"
